F1,0.0062210278995094926
F1,0.0062210278995094926
F2,0.03477004379700062
F3,0.03542816819014141
F4,0.020081495420220325
F5,0.02379249379111507
F6,0.03553805744930184
F7,0.05290914775366035
F8,0.08233535708588627
F9,0.006485444351255215
F10,0.06520075429305378
F11,0.058994582980821574
F12,0.03034330424545042
F13,0.1003084014371455
F14,0.10045540467245873
F15,0.020980111103095042
F16,0.09382239938259869
F17,0.07115560576812235
F18,0.12580445987552874
F19,0.1128110934783886
F20,0.05340543174868523
F21,0.10629902181206179
F22,0.09147674608292983
F23,0.2959123340404495
F24,0.19884178700960284
F25,0.2982966249671034
F26,0.16015215247942788
F27,0.007256481344990079
F28,0.03170036131573286
F29,0.0869291381699617
F30,0.17747130188322274
F31,0.26788903768385774
F32,0.16392613861925104
F33,0.01774934720836464
F34,0.050842355529312364
F35,0.0869291381699617
F36,0.13358825139036376
F37,0.07834967331383139
a,0.050343791322240206
abang,0.05006261743217589
abdi,0.0
abdielktg,0.05006261743217589
abe,0.05006261743217589
abis,0.08390631887040034
ace,0.05006261743217589
action,0.028976379389987237
activity,0.10050378152592121
acu,0
acung,0.05006261743217589
adegan,0.04113450348948635
adindaadprila,0.05006261743217589
adissttrr,0.05006261743217589
aditya,0.05006261743217589
adrian,0.05006261743217589
adrienresya,0.05006261743217589
adriesubono,0.05006261743217589
aduh,0.0
aduk,0.05006261743217589
af,0.05006261743217589
afdol,0.05006261743217589
after,0.039477101697586135
agama,0.028976379389987237
aghitsa,0.05006261743217589
agung,0.0
ah,0.14405262096157606
ahmad,0.05006261743217589
ahmadsyahruji,0.05006261743217589
ahspeaksaja,0.05006261743217589
aidharosadi,0.05006261743217589
aih,0.05006261743217589
ainun,0.05137739567142586
air,0.028976379389987237
ajak,0.028976379389987237
ajang,0.05006261743217589
ajar,0.0949157995752499
ajeng,0.05006261743217589
akibat,0.0708881205008336
aksi,0.01898315991504998
akting,0.07142857142857142
aktor,0.05006261743217589
aktris,0.05006261743217589
al,0.05006261743217589
alah,0.05006261743217589
alam,0.05006261743217589
alami,0.0708881205008336
alan,0.05006261743217589
alas,0.05006261743217589
alhamdulilah,0.05006261743217589
alias,0.0
alicemutiara,0.05006261743217589
alicia,0.05006261743217589
alih,0.05006261743217589
all,0.05006261743217589
allah,0.0
allegiant,0.019065785593519964
alur,0.02250175801852048
am,0.05006261743217589
ambil,0.05006261743217589
american,0
amerika,0.0
ampun,0.05006261743217589
amrazing,0.05006261743217589
an,0.028976379389987237
anak,0.01678126377408007
and,0.0571973567805599
andika,0.05006261743217589
andry,0.05006261743217589
aneh,0.0869291381699617
angelina,0.05006261743217589
angga,0.05006261743217589
anggap,0.05006261743217589
anggarasopanr,0.05006261743217589
anggasasongko,0.05006261743217589
anggia,0.05006261743217589
anggiakharisma,0.05006261743217589
anggrek,0.0
angkasa,0
angkat,0.05006261743217589
ani,0.05006261743217589
animasi,0.0
anindhita,0.05006261743217589
anithaf,0
anjay,0.05006261743217589
anjir,0.028976379389987237
anna,0.05006261743217589
annabelle,0.06748575116481823
annabellecreation,0.05006261743217589
ansy,0.05006261743217589
antero,0.05006261743217589
anti,0.05006261743217589
antri,0.05006261743217589
antuk,0
anwar,0.0708881205008336
ap,0.05006261743217589
apasih,0
apik,0.05006261743217589
april,0.05006261743217589
aprilahfadiyah,0.05006261743217589
aprillia,0.05006261743217589
ardi,0.05006261743217589
arhcha,0.05006261743217589
ari,0.05006261743217589
arif,0.05006261743217589
arini,0.0
aronashab,0
artis,0.05006261743217589
arumii,0
arvan,0.05006261743217589
aryo,0.05006261743217589
asa,0.03571428571428571
asik,0.0
askfm,0.05006261743217589
asli,0.04113450348948635
asosiasi,0.05006261743217589
aspek,0.05006261743217589
astaga,0.0
asumsi,0.05006261743217589
asyik,0.02250175801852048
at,0.07299340260157137
atmosfer,0.05006261743217589
atuh,0.05006261743217589
atur,0.05006261743217589
audya,0.05006261743217589
aum,0.05006261743217589
aura,0.05006261743217589
autis,0
avengers,0.0708881205008336
avicenna,0.05006261743217589
aviseina,0.05006261743217589
awajisan,0.05006261743217589
awam,0.05006261743217589
awansyaputra,0.05006261743217589
awat,0.05006261743217589
awi,0.05006261743217589
ayo,0.08192319205190404
ayu,0.05006261743217589
ayuningnong,0.05006261743217589
ayuputriandira,0.05006261743217589
b,0.05006261743217589
babi,0.05006261743217589
baby,0
baca,0.04096159602595202
backsound,0.05006261743217589
bacot,0.0
bad,0.05006261743217589
badan,0
bagus,0.13774924909449957
bahagia,0.0869291381699617
bahak,0.05006261743217589
bahan,0.05006261743217589
bahasa,0.0708881205008336
baimbat,0.05006261743217589
bal,0.05006261743217589
bale,0
balet,0.05006261743217589
banding,0
bang,0.0708881205008336
banget,0.2476051652074685
bangga,0.0708881205008336
bangkai,0.05006261743217589
bangkit,0.05006261743217589
bangsa,0.0708881205008336
bangsat,0.0
bangun,0.0
banten,0.05006261743217589
bantu,0.05006261743217589
baper,0.05006261743217589
barang,0.05006261743217589
bareng,0.028976379389987237
baru,0.055765935231825305
barusan,0.05006261743217589
basi,0.05006261743217589
bassura,0.05006261743217589
batal,0.05006261743217589
batas,0.05006261743217589
bawa,0.05694947974514994
bawang,0
bayang,0.0
bayar,0.0708881205008336
bcl,0.05006261743217589
beda,0.015216276731324618
beginning,0.05006261743217589
bekas,0.05006261743217589
bekasiurbancity,0.05006261743217589
belah,0.08793155726408237
belieview,0
bellaudya,0
bellevue,0.0
belpark,0.0
ben,0.028976379389987237
benakribo,0
benar,0.033180075816559865
benci,0.05006261743217589
